Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,hour,month,is_weekend,Load_Type_enc
2.7,4.75,0.0,0.0,48.86,100.0,5,8,0,0
2.7,4.79,0.0,0.0,49.1,100.0,5,8,0,0
2.7,5.04,0.0,0.0,46.68,100.0,5,8,0,0
2.7,4.86,0.0,0.0,48.56,100.0,6,8,0,0
2.66,4.82,0.0,0.0,48.87,100.0,6,8,0,0
2.7,4.79,0.0,0.0,48.55,100.0,6,8,0,0
2.66,4.79,0.0,0.0,48.55,100.0,6,8,0,0
2.66,4.82,0.0,0.0,48.87,100.0,7,8,0,0
2.7,5.0,0.0,0.0,46.97,100.0,7,8,0,0
2.7,5.15,0.0,0.0,46.97,100.0,7,8,0,0
2.66,4.86,0.0,0.0,48.56,100.0,7,8,0,0
2.66,4.82,0.0,0.0,48.32,100.0,8,8,0,0
2.66,4.43,0.0,0.0,51.05,100.0,8,8,0,0
2.66,4.0,0.0,0.0,53.91,100.0,8,8,0,0
2.77,3.24,0.54,0.0,68.18,98.44,8,8,0,0
2.74,0.0,17.57,0.0,100.0,15.41,10,8,0,0
2.81,0.0,18.32,0.0,100.0,17.21,10,8,0,0
2.81,0.0,17.96,0.0,100.0,17.38,10,8,0,0
2.81,0.0,17.32,0.0,100.0,16.01,10,8,0,0
2.77,0.0,17.42,0.0,100.0,15.7,11,8,0,0
2.59,0.0,8.17,0.0,100.0,30.22,11,8,0,0
2.59,0.0,5.76,0.0,100.0,40.61,11,8,0,0
2.59,0.0,5.69,0.0,100.0,41.43,11,8,0,0
2.77,0.0,5.4,0.0,100.0,45.64,12,8,0,0
2.77,0.0,10.98,0.0,100.0,24.46,12,8,0,0
2.81,0.0,17.14,0.0,100.0,16.18,12,8,0,0
2.81,0.0,16.96,0.0,100.0,16.52,12,8,0,0
2.81,0.0,16.99,0.0,100.0,16.49,13,8,0,0
2.74,0.0,17.39,0.0,100.0,15.56,13,8,0,0
2.74,0.0,17.53,0.0,100.0,15.44,13,8,0,0
2.74,0.0,17.53,0.0,100.0,15.44,13,8,0,0
2.74,0.0,18.07,0.0,100.0,14.99,14,8,0,0
2.74,0.0,20.48,0.0,100.0,15.96,14,8,0,0
2.74,0.0,17.75,0.0,100.0,14.82,14,8,0,0
2.7,0.0,17.57,0.0,100.0,14.97,14,8,0,0
2.7,0.0,17.46,0.0,100.0,15.5,15,8,0,0
2.7,0.0,17.53,0.0,100.0,15.22,15,8,0,0
2.74,0.0,17.53,0.0,100.0,15.22,15,8,0,0
2.74,0.0,17.53,0.0,100.0,15.61,15,8,0,0
2.77,0.0,17.5,0.0,100.0,15.47,16,8,0,0
2.84,0.0,19.08,0.0,100.0,14.72,16,8,0,0
2.84,0.0,25.02,0.0,100.0,13.0,16,8,0,0
2.84,0.0,20.3,0.0,100.0,13.86,16,8,0,0
2.7,0.0,17.6,0.0,100.0,15.16,17,8,0,0
2.7,0.0,17.6,0.0,100.0,15.16,17,8,0,0
2.7,0.0,17.53,0.0,100.0,15.0,17,8,0,0
2.7,0.0,17.5,0.0,100.0,15.63,17,8,0,0
2.66,0.0,17.39,0.0,100.0,15.73,18,8,0,0
2.77,0.0,8.21,0.0,100.0,30.82,18,8,0,0
2.77,0.0,5.44,0.0,100.0,43.53,18,8,0,0
2.84,0.0,12.64,0.0,100.0,23.24,18,8,0,0
2.84,0.0,18.36,0.0,100.0,17.95,19,8,0,0
2.84,0.0,17.24,0.0,100.0,16.25,19,8,0,0
2.84,0.0,17.17,0.0,100.0,16.32,19,8,0,0
2.84,0.0,17.21,0.0,100.0,15.72,19,8,0,0
2.84,0.0,17.24,0.0,100.0,16.09,20,8,0,0
2.84,0.0,17.14,0.0,100.0,16.57,20,8,0,0
2.84,0.0,17.06,0.0,100.0,16.42,20,8,0,0
2.88,0.0,16.99,0.0,100.0,16.94,20,8,0,0
2.88,0.0,16.96,0.0,100.0,16.52,21,8,0,0
2.88,0.0,16.99,0.0,100.0,16.71,21,8,0,0
2.88,0.0,16.92,0.0,100.0,17.01,21,8,0,0
2.92,0.0,16.85,0.0,100.0,16.85,21,8,0,0
2.95,0.0,16.13,0.0,100.0,17.99,22,8,0,0
2.95,4.93,0.0,0.0,54.92,100.0,22,8,0,0
2.74,4.61,0.0,0.0,51.09,100.0,22,8,0,0
2.74,4.64,0.0,0.0,49.73,100.0,23,8,0,0
2.66,4.46,0.0,0.0,52.35,100.0,23,8,0,0
2.66,4.25,0.0,0.0,53.05,100.0,23,8,0,0
2.66,4.21,0.0,0.0,52.4,100.0,23,8,0,0
2.66,5.72,0.0,0.0,44.47,100.0,0,8,0,0
2.66,4.46,0.0,0.0,51.22,100.0,0,8,0,0
2.66,4.5,0.0,0.0,50.46,100.0,0,8,0,0
2.66,4.61,0.0,0.0,49.98,100.0,0,8,0,0
2.7,4.64,0.0,0.0,50.29,100.0,1,8,0,0
2.7,4.32,0.0,0.0,58.67,100.0,1,8,0,0
2.7,4.54,0.0,0.0,53.57,100.0,1,8,0,0
2.7,4.64,0.0,0.0,50.29,100.0,1,8,0,0
2.7,4.75,0.0,0.0,49.42,100.0,2,8,0,0
2.7,4.75,0.0,0.0,49.42,100.0,2,8,0,0
2.7,4.97,0.0,0.0,48.28,100.0,2,8,0,0
2.74,4.93,0.0,0.0,48.58,100.0,2,8,0,0
2.74,4.86,0.0,0.0,48.56,100.0,3,8,0,0
2.74,4.9,0.0,0.0,49.21,100.0,3,8,0,0
2.77,5.0,0.0,0.0,47.51,100.0,3,8,0,0
2.77,5.08,0.0,0.0,47.87,100.0,3,8,0,0
2.77,5.0,0.0,0.0,48.46,100.0,4,8,0,0
2.77,5.08,0.0,0.0,47.87,100.0,4,8,0,0
2.77,5.54,0.0,0.0,49.66,100.0,4,8,0,0
2.77,5.33,0.0,0.0,51.47,100.0,4,8,0,0
3.17,4.93,0.0,0.0,48.58,100.0,5,8,0,0
2.77,4.97,0.0,0.0,48.68,100.0,5,8,0,0
2.74,4.64,0.0,0.0,57.25,100.0,5,8,0,0
2.7,5.04,0.0,0.0,47.22,100.0,5,8,0,0
2.7,5.11,0.0,0.0,46.17,100.0,6,8,0,0
2.7,5.04,0.0,0.0,47.22,100.0,6,8,0,0
2.7,5.0,0.0,0.0,46.97,100.0,6,8,0,0
2.7,4.93,0.0,0.0,48.03,100.0,6,8,0,0
2.66,4.93,0.0,0.0,48.03,100.0,7,8,0,0
2.7,4.75,0.0,0.0,47.87,100.0,7,8,0,0
2.63,4.72,0.0,0.0,48.67,100.0,7,8,0,0
2.63,4.86,0.0,0.0,48.56,100.0,7,8,0,0
2.63,4.64,0.0,0.0,49.31,100.0,8,8,0,0
2.63,4.39,0.0,0.0,50.81,100.0,8,8,0,0
2.63,4.28,0.0,0.0,52.35,100.0,8,8,0,0
2.63,3.92,0.47,0.0,55.13,98.39,8,8,0,0
2.77,0.0,17.42,0.0,100.0,15.7,10,8,0,0
2.81,0.0,17.5,0.0,100.0,15.85,10,8,0,0
2.74,0.0,17.5,0.0,100.0,15.47,11,8,0,0
2.63,0.0,8.24,0.0,100.0,30.41,11,8,0,0
2.59,0.0,5.69,0.0,100.0,41.43,11,8,0,0
2.59,0.0,5.58,0.0,100.0,42.1,11,8,0,0
2.59,0.0,5.44,0.0,100.0,42.99,12,8,0,0
2.77,0.0,11.09,0.0,100.0,24.23,12,8,0,0
2.81,0.0,16.99,0.0,100.0,16.32,12,8,0,0
2.81,0.0,16.88,0.0,100.0,16.82,12,8,0,0
2.81,0.0,16.92,0.0,100.0,16.78,13,8,0,0
2.88,0.0,17.1,0.0,100.0,16.22,13,8,0,0
2.88,0.0,16.92,0.0,100.0,16.38,13,8,0,0
2.92,0.0,16.49,0.0,100.0,17.44,13,8,0,0
2.95,0.0,16.45,0.0,100.0,17.65,14,8,0,0
2.95,0.0,16.56,0.0,100.0,17.54,14,8,0,0
2.95,0.0,16.67,0.0,100.0,17.43,14,8,0,0
2.95,0.0,16.52,0.0,100.0,17.17,14,8,0,0
2.95,0.0,16.49,0.0,100.0,17.61,15,8,0,0
2.95,0.0,16.42,0.0,100.0,17.68,15,8,0,0
2.95,0.0,16.6,0.0,100.0,17.09,15,8,0,0
2.95,0.0,16.7,0.0,100.0,18.25,15,8,0,0
3.02,0.0,16.85,0.0,100.0,18.88,16,8,0,0
3.02,0.0,16.6,0.0,100.0,17.32,16,8,0,0
3.02,0.0,16.56,0.0,100.0,17.94,16,8,0,0
2.99,0.0,16.67,0.0,100.0,17.65,16,8,0,0
2.99,0.0,16.34,0.0,100.0,20.89,17,8,0,0
2.95,0.0,16.63,0.0,100.0,17.29,17,8,0,0
2.95,0.0,16.6,0.0,100.0,17.32,17,8,0,0
2.92,0.0,16.56,0.0,100.0,17.54,17,8,0,0
2.92,0.0,16.45,0.0,100.0,17.65,18,8,0,0
2.92,0.0,6.95,0.0,100.0,37.48,18,8,0,0
2.92,0.0,4.25,0.0,100.0,56.1,18,8,0,0
2.92,0.0,10.76,0.0,100.0,26.19,18,8,0,0
2.95,0.0,16.42,0.0,100.0,17.68,19,8,0,0
2.95,0.0,16.45,0.0,100.0,17.65,19,8,0,0
2.95,0.0,16.38,0.0,100.0,17.72,19,8,0,0
2.95,0.0,16.34,0.0,100.0,17.77,19,8,0,0
2.95,0.0,16.67,0.0,100.0,20.1,20,8,0,0
2.99,0.0,16.67,0.0,100.0,19.31,20,8,0,0
3.06,0.0,16.52,0.0,100.0,17.58,20,8,0,0
3.06,0.0,16.38,0.0,100.0,17.96,20,8,0,0
3.02,0.0,16.13,0.0,100.0,18.64,21,8,0,0
3.06,0.0,15.98,0.0,100.0,18.81,21,8,0,0
3.06,0.0,16.13,0.0,100.0,18.4,21,8,0,0
3.06,0.0,15.88,0.0,100.0,21.05,21,8,0,0
3.02,0.0,15.01,0.0,100.0,22.22,22,8,0,0
2.95,1.33,4.68,0.0,91.16,53.32,22,8,0,0
2.81,5.8,0.0,0.0,43.6,100.0,22,8,0,0
2.81,5.8,0.0,0.0,43.6,100.0,22,8,0,0
2.81,5.76,0.0,0.0,43.85,100.0,23,8,0,0
2.81,5.62,0.0,0.0,45.1,100.0,23,8,0,0
2.81,5.51,0.0,0.0,45.43,100.0,23,8,0,0
2.81,5.54,0.0,0.0,45.24,100.0,23,8,0,0
2.81,5.18,0.0,0.0,47.68,100.0,0,8,0,0
2.81,5.94,0.0,0.0,42.76,100.0,0,8,0,0
2.84,6.01,0.0,0.0,44.9,100.0,0,8,0,0
2.84,5.83,0.0,0.0,49.82,100.0,0,8,0,0
2.88,6.05,0.0,0.0,42.49,100.0,1,8,0,0
2.88,6.3,0.0,0.0,41.1,100.0,1,8,0,0
2.88,6.41,0.0,0.0,40.98,100.0,1,8,0,0
2.88,6.3,0.0,0.0,42.88,100.0,1,8,0,0
2.88,6.23,0.0,0.0,41.96,100.0,2,8,0,0
2.99,6.05,0.0,0.0,42.98,100.0,2,8,0,0
2.88,6.12,0.0,0.0,45.99,100.0,2,8,0,0
2.88,5.98,0.0,0.0,47.18,100.0,2,8,0,0
2.84,6.05,0.0,0.0,42.49,100.0,3,8,0,0
2.84,5.87,0.0,0.0,43.55,100.0,3,8,0,0
2.84,5.87,0.0,0.0,43.18,100.0,3,8,0,0
2.84,5.83,0.0,0.0,44.29,100.0,3,8,0,0
2.84,6.08,0.0,0.0,42.32,100.0,4,8,0,0
2.84,6.08,0.0,0.0,42.32,100.0,4,8,0,0
2.84,5.87,0.0,0.0,43.55,100.0,4,8,0,0
2.84,5.94,0.0,0.0,43.13,100.0,4,8,0,0
2.88,5.69,0.0,0.0,50.28,100.0,5,8,0,0
2.88,6.16,0.0,0.0,42.83,100.0,5,8,0,0
2.88,6.44,0.0,0.0,40.82,100.0,5,8,0,0
2.84,6.41,0.0,0.0,40.15,100.0,5,8,0,0
2.84,6.34,0.0,0.0,40.52,100.0,6,8,0,0
2.84,6.41,0.0,0.0,40.51,100.0,6,8,0,0
2.84,6.26,0.0,0.0,41.31,100.0,6,8,0,0
2.84,6.59,0.0,0.0,40.05,100.0,6,8,0,0
2.84,6.23,0.0,0.0,41.12,100.0,7,8,0,0
2.84,6.05,0.0,0.0,41.63,100.0,7,8,0,0
2.84,5.98,0.0,0.0,42.9,100.0,7,8,0,0
2.84,6.8,0.0,0.0,43.77,100.0,7,8,0,0
2.84,6.8,0.0,0.0,43.01,100.0,8,8,0,0
2.84,6.16,0.0,0.0,41.87,100.0,8,8,0,0
2.84,5.83,0.0,0.0,42.53,100.0,8,8,0,0
2.84,4.86,0.43,0.0,49.52,98.82,8,8,0,0
2.88,0.0,16.78,0.0,100.0,16.92,10,8,0,0
2.88,0.0,16.78,0.0,100.0,16.69,10,8,0,0
2.84,0.0,16.96,0.0,100.0,16.52,10,8,0,0
2.84,0.0,16.85,0.0,100.0,16.85,10,8,0,0
2.84,0.0,16.85,0.0,100.0,16.62,11,8,0,0
2.77,0.0,7.52,0.0,100.0,34.56,11,8,0,0
2.77,0.0,5.08,0.0,100.0,46.93,11,8,0,0
2.77,0.0,5.0,0.0,100.0,48.06,11,8,0,0
2.81,0.0,4.46,0.0,100.0,53.31,12,8,0,0
2.95,0.0,10.04,0.0,100.0,28.19,12,8,0,0
2.99,0.0,16.09,0.0,100.0,18.27,12,8,0,0
2.99,0.0,15.98,0.0,100.0,18.81,12,8,0,0
3.02,0.0,16.06,0.0,100.0,18.3,13,8,0,0
3.06,0.0,16.13,0.0,100.0,18.4,13,8,0,0
3.2,0.0,16.13,0.0,100.0,19.46,13,8,0,0
3.2,0.0,15.88,0.0,100.0,22.34,13,8,0,0
3.2,0.0,16.09,0.0,100.0,19.74,14,8,0,0
2.99,0.0,16.27,0.0,100.0,18.07,14,8,0,0
2.99,0.0,16.34,0.0,100.0,18.0,14,8,0,0
2.99,0.0,16.24,0.0,100.0,18.11,14,8,0,0
2.99,0.0,16.24,0.0,100.0,17.87,15,8,0,0
3.02,0.0,15.95,0.0,100.0,18.6,15,8,0,0
3.02,0.0,16.09,0.0,100.0,18.45,15,8,0,0
3.02,0.0,16.2,0.0,100.0,18.79,15,8,0,0
3.02,0.0,16.38,0.0,100.0,17.72,16,8,0,0
3.1,0.0,16.24,0.0,100.0,17.87,16,8,0,0
2.99,0.0,16.6,0.0,100.0,19.78,16,8,0,0
2.99,0.0,16.45,0.0,100.0,19.96,16,8,0,0
3.02,0.0,16.34,0.0,100.0,18.0,17,8,0,0
2.99,0.0,16.31,0.0,100.0,17.62,17,8,0,0
2.99,0.0,16.38,0.0,100.0,18.13,17,8,0,0
2.95,0.0,16.34,0.0,100.0,17.77,17,8,0,0
2.95,0.0,16.2,0.0,100.0,18.15,18,8,0,0
2.92,0.0,6.55,0.0,100.0,40.72,18,8,0,0
2.92,0.0,4.25,0.0,100.0,54.6,18,8,0,0
2.92,0.0,10.69,0.0,100.0,26.35,18,8,0,0
2.95,0.0,16.34,0.0,100.0,18.0,19,8,0,0
2.95,0.0,16.34,0.0,100.0,17.77,19,8,0,0
2.99,0.0,16.42,0.0,100.0,17.91,19,8,0,0
2.99,0.0,16.42,0.0,100.0,17.51,19,8,0,0
2.99,0.0,16.52,0.0,100.0,17.81,20,8,0,0
2.99,0.0,16.52,0.0,100.0,17.81,20,8,0,0
3.02,0.0,16.42,0.0,100.0,19.13,20,8,0,0
3.06,0.0,16.06,0.0,100.0,21.87,20,8,0,0
3.2,0.0,16.2,0.0,100.0,18.33,21,8,0,0
3.42,0.0,16.16,0.0,100.0,18.61,21,8,0,0
3.06,0.0,16.31,0.0,100.0,20.52,21,8,0,0
3.06,0.0,16.24,0.0,100.0,20.61,21,8,0,0
3.02,0.0,15.59,0.0,100.0,19.02,22,8,0,0
2.88,1.08,5.22,0.0,93.63,48.31,22,8,0,0
2.81,5.54,0.0,0.0,45.24,100.0,22,8,0,0
2.81,5.58,0.0,0.0,44.98,100.0,22,8,0,0
2.81,5.36,0.0,0.0,45.52,100.0,23,8,0,0
2.74,5.15,0.0,0.0,47.9,100.0,23,8,0,0
2.74,4.86,0.0,0.0,48.56,100.0,23,8,0,0
2.74,5.0,0.0,0.0,48.06,100.0,23,8,0,0
2.74,4.93,0.0,0.0,48.03,100.0,0,8,1,0
2.74,5.15,0.0,0.0,47.37,100.0,0,8,1,0
2.77,5.51,0.0,0.0,44.53,100.0,0,8,1,0
2.77,5.44,0.0,0.0,45.38,100.0,0,8,1,0
2.84,5.51,0.0,0.0,45.81,100.0,1,8,1,0
2.84,5.54,0.0,0.0,45.62,100.0,1,8,1,0
2.99,5.69,0.0,0.0,46.52,100.0,1,8,1,0
3.17,6.12,0.0,0.0,48.78,100.0,1,8,1,0
3.17,5.51,0.0,0.0,49.87,100.0,2,8,1,0
3.17,5.51,0.0,0.0,51.15,100.0,2,8,1,0
2.84,5.9,0.0,0.0,43.37,100.0,2,8,1,0
2.84,5.76,0.0,0.0,44.22,100.0,2,8,1,0
2.84,5.83,0.0,0.0,43.79,100.0,3,8,1,0
2.84,5.87,0.0,0.0,44.05,100.0,3,8,1,0
2.84,5.83,0.0,0.0,43.42,100.0,3,8,1,0
2.84,5.87,0.0,0.0,43.55,100.0,3,8,1,0
2.84,5.8,0.0,0.0,43.6,100.0,4,8,1,0
2.84,5.98,0.0,0.0,42.9,100.0,4,8,1,0
2.84,5.98,0.0,0.0,42.9,100.0,4,8,1,0
2.84,6.05,0.0,0.0,42.49,100.0,4,8,1,0
2.84,6.12,0.0,0.0,42.58,100.0,5,8,1,0
2.84,6.19,0.0,0.0,41.7,100.0,5,8,1,0
2.84,6.55,0.0,0.0,40.25,100.0,5,8,1,0
2.84,6.44,0.0,0.0,40.35,100.0,5,8,1,0
2.84,6.37,0.0,0.0,40.36,100.0,6,8,1,0
2.84,6.37,0.0,0.0,40.72,100.0,6,8,1,0
2.84,6.23,0.0,0.0,41.12,100.0,6,8,1,0
2.84,5.83,0.0,0.0,48.58,100.0,6,8,1,0
2.81,5.98,0.0,0.0,44.72,100.0,7,8,1,0
2.99,5.94,0.0,0.0,42.26,100.0,7,8,1,0
2.99,5.9,0.0,0.0,42.5,100.0,7,8,1,0
2.77,6.48,0.0,0.0,46.25,100.0,7,8,1,0
2.77,6.16,0.0,0.0,45.76,100.0,8,8,1,0
2.77,5.9,0.0,0.0,42.5,100.0,8,8,1,0
2.77,5.47,0.0,0.0,45.18,100.0,8,8,1,0
2.77,4.1,0.54,0.0,53.41,97.89,8,8,1,0
2.81,0.0,14.87,0.0,100.0,18.57,9,8,1,0
2.81,0.0,16.96,0.0,100.0,16.74,9,8,1,0
2.81,0.0,17.1,0.0,100.0,16.22,9,8,1,0
2.81,0.0,17.21,0.0,100.0,15.89,9,8,1,0
2.77,0.0,17.32,0.0,100.0,16.01,10,8,1,0
2.77,0.0,17.28,0.0,100.0,15.83,10,8,1,0
2.81,0.0,17.39,0.0,100.0,15.56,10,8,1,0
2.77,0.0,18.36,0.0,100.0,15.5,10,8,1,0
2.74,0.0,20.12,0.0,100.0,15.71,11,8,1,0
2.63,0.0,8.35,0.0,100.0,29.31,11,8,1,0
2.59,0.0,5.69,0.0,100.0,41.96,11,8,1,0
2.59,0.0,5.69,0.0,100.0,41.03,11,8,1,0
2.63,0.0,5.51,0.0,100.0,42.54,12,8,1,0
2.7,0.0,11.09,0.0,100.0,23.66,12,8,1,0
2.81,0.0,17.14,0.0,100.0,16.18,12,8,1,0
2.81,0.0,17.1,0.0,100.0,16.83,12,8,1,0
2.81,0.0,17.06,0.0,100.0,16.25,13,8,1,0
2.81,0.0,17.21,0.0,100.0,16.11,13,8,1,0
2.77,0.0,17.24,0.0,100.0,15.7,13,8,1,0
2.77,0.0,17.28,0.0,100.0,15.83,13,8,1,0
2.77,0.0,17.32,0.0,100.0,15.63,14,8,1,0
2.88,0.0,21.92,0.0,100.0,14.31,14,8,1,0
2.88,0.0,21.89,0.0,100.0,15.13,14,8,1,0
3.17,0.0,17.64,0.0,100.0,16.11,14,8,1,0
2.88,0.0,17.32,0.0,100.0,16.18,15,8,1,0
2.84,0.0,19.4,0.0,100.0,17.16,15,8,1,0
2.81,0.0,17.28,0.0,100.0,16.05,15,8,1,0
2.77,0.0,17.28,0.0,100.0,15.66,15,8,1,0
2.74,0.0,17.32,0.0,100.0,15.63,16,8,1,0
2.74,0.0,17.24,0.0,100.0,15.86,16,8,1,0
2.74,0.0,17.28,0.0,100.0,15.66,16,8,1,0
2.74,0.0,17.35,0.0,100.0,15.99,16,8,1,0
2.74,0.0,17.39,0.0,100.0,15.56,17,8,1,0
2.74,0.0,17.32,0.0,100.0,15.63,17,8,1,0
2.74,0.0,17.32,0.0,100.0,15.63,17,8,1,0
2.74,0.0,17.42,0.0,100.0,15.32,17,8,1,0
2.74,0.0,17.39,0.0,100.0,15.56,18,8,1,0
2.74,0.0,7.85,0.0,100.0,32.09,18,8,1,0
2.74,0.0,4.9,0.0,100.0,48.81,18,8,1,0
2.88,0.0,11.09,0.0,100.0,25.14,18,8,1,0
2.88,0.0,16.7,0.0,100.0,16.99,19,8,1,0
2.88,0.0,16.74,0.0,100.0,16.96,19,8,1,0
2.88,0.0,16.74,0.0,100.0,16.96,19,8,1,0
2.88,0.0,16.81,0.0,100.0,16.66,19,8,1,0
2.92,0.0,17.17,0.0,100.0,18.32,20,8,1,0
2.99,0.0,17.1,0.0,100.0,18.23,20,8,1,0
2.99,0.0,16.92,0.0,100.0,17.01,20,8,1,0
2.95,0.0,16.85,0.0,100.0,17.47,20,8,1,0
2.95,0.0,16.74,0.0,100.0,17.36,21,8,1,0
2.95,0.0,16.7,0.0,100.0,17.4,21,8,1,0
2.95,0.0,16.7,0.0,100.0,17.22,21,8,1,0
3.06,0.0,16.63,0.0,100.0,18.1,21,8,1,0
3.06,0.0,15.59,0.0,100.0,22.08,22,8,1,0
2.81,5.04,0.0,0.0,47.76,100.0,22,8,1,0
2.74,5.04,0.0,0.0,48.7,100.0,22,8,1,0
2.74,5.11,0.0,0.0,47.26,100.0,23,8,1,0
2.74,4.9,0.0,0.0,48.81,100.0,23,8,1,0
2.74,4.75,0.0,0.0,49.42,100.0,23,8,1,0
2.74,4.9,0.0,0.0,48.81,100.0,23,8,1,0
2.74,4.54,0.0,0.0,50.13,100.0,0,8,1,0
2.81,4.68,0.0,0.0,55.22,100.0,0,8,1,0
2.81,4.75,0.0,0.0,54.16,100.0,0,8,1,0
2.81,5.22,0.0,0.0,47.4,100.0,0,8,1,0
2.77,5.51,0.0,0.0,44.92,100.0,1,8,1,0
2.77,5.18,0.0,0.0,47.16,100.0,1,8,1,0
2.77,5.22,0.0,0.0,46.87,100.0,1,8,1,0
2.77,5.33,0.0,0.0,46.64,100.0,1,8,1,0
2.81,5.33,0.0,0.0,46.11,100.0,2,8,1,0
2.81,5.54,0.0,0.0,45.24,100.0,2,8,1,0
2.81,5.62,0.0,0.0,44.72,100.0,2,8,1,0
2.81,5.44,0.0,0.0,45.89,100.0,2,8,1,0
2.81,5.72,0.0,0.0,44.47,100.0,3,8,1,0
2.84,5.83,0.0,0.0,43.79,100.0,3,8,1,0
2.84,5.9,0.0,0.0,43.0,100.0,3,8,1,0
2.88,6.08,0.0,0.0,42.81,100.0,3,8,1,0
2.92,6.34,0.0,0.0,45.06,100.0,4,8,1,0
2.92,6.52,0.0,0.0,47.19,100.0,4,8,1,0
2.99,5.98,0.0,0.0,43.88,100.0,4,8,1,0
2.99,5.83,0.0,0.0,43.42,100.0,4,8,1,0
2.92,5.83,0.0,0.0,45.63,100.0,5,8,1,0
2.84,5.76,0.0,0.0,48.56,100.0,5,8,1,0
2.84,6.08,0.0,0.0,42.32,100.0,5,8,1,0
2.81,6.19,0.0,0.0,41.34,100.0,5,8,1,0
2.81,5.98,0.0,0.0,42.53,100.0,6,8,1,0
2.81,5.87,0.0,0.0,42.3,100.0,6,8,1,0
2.81,5.9,0.0,0.0,43.37,100.0,6,8,1,0
2.77,5.9,0.0,0.0,43.0,100.0,6,8,1,0
2.77,5.72,0.0,0.0,43.58,100.0,7,8,1,0
2.77,5.69,0.0,0.0,43.39,100.0,7,8,1,0
2.77,5.72,0.0,0.0,43.58,100.0,7,8,1,0
2.74,5.54,0.0,0.0,43.81,100.0,7,8,1,0
2.74,5.62,0.0,0.0,44.21,100.0,8,8,1,0
2.74,5.51,0.0,0.0,44.53,100.0,8,8,1,0
2.77,5.44,0.0,0.0,44.98,100.0,8,8,1,0
2.77,5.08,0.43,0.0,47.87,98.82,8,8,1,0
2.99,0.0,13.93,0.0,100.0,20.99,9,8,1,0
3.02,0.0,15.84,0.0,100.0,18.97,9,8,1,0
3.06,0.0,15.91,0.0,100.0,18.65,9,8,1,0
3.1,0.0,15.98,0.0,100.0,19.04,9,8,1,0
3.42,0.0,16.31,0.0,100.0,21.95,10,8,1,0
3.42,0.0,16.13,0.0,100.0,20.74,10,8,1,0
3.42,0.0,15.73,0.0,100.0,22.31,10,8,1,0
3.06,0.0,16.16,0.0,100.0,18.61,10,8,1,0
2.95,0.0,16.24,0.0,100.0,17.87,11,8,1,0
2.84,0.0,6.73,0.0,100.0,38.88,11,8,1,0
2.84,0.0,4.21,0.0,100.0,55.92,11,8,1,0
2.84,0.0,4.28,0.0,100.0,54.88,11,8,1,0
2.84,0.0,4.14,0.0,100.0,56.16,12,8,1,0
2.95,0.0,10.01,0.0,100.0,28.27,12,8,1,0
2.95,0.0,16.2,0.0,100.0,17.92,12,8,1,0
2.95,0.0,16.24,0.0,100.0,18.11,12,8,1,0
2.95,0.0,16.24,0.0,100.0,17.7,13,8,1,0
2.99,0.0,16.31,0.0,100.0,18.03,13,8,1,0
2.99,0.0,16.31,0.0,100.0,17.62,13,8,1,0
2.99,0.0,16.24,0.0,100.0,18.11,13,8,1,0
2.95,0.0,16.24,0.0,100.0,18.52,14,8,1,0
2.99,0.0,16.27,0.0,100.0,17.66,14,8,1,0
3.06,0.0,16.24,0.0,100.0,17.87,14,8,1,0
3.17,0.0,15.98,0.0,100.0,19.46,14,8,1,0
3.17,0.0,15.84,0.0,100.0,19.62,15,8,1,0
3.17,0.0,15.91,0.0,100.0,19.54,15,8,1,0
3.17,0.0,15.91,0.0,100.0,19.3,15,8,1,0
3.17,0.0,15.95,0.0,100.0,19.26,15,8,1,0
3.17,0.0,15.95,0.0,100.0,19.49,16,8,1,0
3.2,0.0,15.98,0.0,100.0,19.64,16,8,1,0
3.35,0.0,15.73,0.0,100.0,21.66,16,8,1,0
3.49,0.0,15.7,0.0,100.0,22.76,16,8,1,0
3.49,0.0,16.27,0.0,100.0,20.17,17,8,1,0
3.35,0.0,16.27,0.0,100.0,21.6,17,8,1,0
3.13,0.0,16.09,0.0,100.0,19.1,17,8,1,0
3.1,0.0,16.16,0.0,100.0,18.84,17,8,1,0
3.1,0.0,16.31,0.0,100.0,18.67,18,8,1,0
2.92,0.0,7.63,0.0,100.0,34.56,18,8,1,0
2.92,0.0,4.79,0.0,100.0,49.65,18,8,1,0
2.92,0.0,10.76,0.0,100.0,26.19,18,8,1,0
3.06,0.0,16.27,0.0,100.0,18.48,19,8,1,0
3.06,0.0,16.27,0.0,100.0,18.48,19,8,1,0
3.06,0.0,16.34,0.0,100.0,18.64,19,8,1,0
3.1,0.0,16.34,0.0,100.0,18.64,19,8,1,0
3.1,0.0,16.56,0.0,100.0,18.17,20,8,1,0
3.1,0.0,16.6,0.0,100.0,18.53,20,8,1,0
3.1,0.0,16.56,0.0,100.0,18.4,20,8,1,0
3.1,0.0,16.42,0.0,100.0,18.55,20,8,1,0
3.1,0.0,16.38,0.0,100.0,18.6,21,8,1,0
3.13,0.0,16.31,0.0,100.0,18.85,21,8,1,0
3.13,0.0,16.24,0.0,100.0,18.93,21,8,1,0
